# time already scaled back by lambda=20.
rep	mean_root_age	sample_seed	num_roots	root_ages
352	17450.0	2474834280	2	22280.0,12620.0
375	17450.0	3640285084	2	9600.0,25300.0
448	17490.0	330594823	2	21440.0,13540.0
438	17520.0	1082729183	2	23480.0,11560.0
214	17540.0	3686384593	2	20340.0,14740.0
406	17540.0	1825144073	2	22020.0,13060.0
97	17570.0	3363161987	2	21980.0,13160.0
828	17570.0	3709391808	2	16740.0,18400.0
108	17580.0	3740195520	2	18360.0,16800.0
8	17590.0	2926501732	2	15340.0,19840.0
636	17590.0	550285563	2	34420.0,760.0
20	17610.0	1857481500	2	16240.0,18980.0
513	17650.0	1132982708	2	11700.0,23600.0
951	17660.0	2437536083	2	25840.0,9480.0
83	17670.0	2822171671	2	25540.0,9800.0
380	17690.0	1181061954	2	22520.0,12860.0
798	17690.0	1246364885	2	25600.0,9780.0
760	17710.0	3520910032	2	12900.0,22520.0
979	17730.0	3900186573	2	19500.0,15960.0
626	17750.0	1226607765	2	19500.0,16000.0
534	17760.0	2307859315	2	22340.0,13180.0
838	17780.0	1666412554	2	20900.0,14660.0
794	17790.0	3060361855	2	14500.0,21080.0
702	17820.0	2829510134	2	18660.0,16980.0
459	17830.0	610231999	2	27360.0,8300.0
109	17850.0	2563878099	2	19940.0,15760.0
710	17850.0	3189693787	2	24060.0,11640.0
791	17860.0	84191046	2	19620.0,16100.0
50	17880.0	2510466917	2	20760.0,15000.0
938	17880.0	1118237516	2	12460.0,23300.0
608	17900.0	530532319	2	20920.0,14880.0
817	17930.0	954464899	2	13000.0,22860.0
820	17930.0	1872972733	2	10100.0,25760.0
18	17940.0	68237344	2	25000.0,10880.0
458	17970.0	3147692799	2	11560.0,24380.0
362	18010.0	135099519	2	5360.0,30660.0
635	18020.0	884843256	2	18300.0,17740.0
